,predict,grouth_True,class_id
359,19 Tp. Cẩm Phả - Quảng Ninh,Tp Cẩm Phả - Quảng Ninh,ADDRESS
360,Tổng cộng:,Tổng cộng:,TOTAL_COST
361,"70,000","70,000",TOTAL_COST
362,Vincommerce,VinCommerce,SELLER
363,"VM% QNH Tổ 7, Khu Minh Tiến A","VM+ QNH Tổ 7, Khu Minh Tiến A",ADDRESS
364,"Tó 7, Khu Minh Tiến Á","Tổ 7, Khu Minh Tiến A",ADDRESS
365,"P. Cẩm Bình, TP. Cẩm Phà, QNH","P. Cẩm Bình, TP. Cẩm Phả, QNH",SELLER
366,Ngày bán:11/08/2020 09:51,Ngày bán: 11/08/2020 09:51,TIMESTAMP
367,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
368,48.900,48.900,TOTAL_COST
369,CHIẾN THỊ THUẬN THỊ THUẬN THIẾT,Tax invoice will be issued within same day,SELLER
370,Phai thu khach hong:,Phải thu khách hàng:,TOTAL_COST
371,Su/U6/2019,Ngày,TIMESTAMP
372,Ngày 17.07.2018,Ngày: 17/07/2018,TIMESTAMP
373,Tiền Thanh Toán: Thanh Toán: 22.000,Tiền Thanh Toán: 22.000,TOTAL_COST
374,22 000,33 000,TOTAL_COST
375,PHÓ MÔI,PHỐ MỎ,SELLER
376,Tổ 7 khu Tân Lập 4 - P.Cầm Thủy Thủy,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy,ADDRESS
377,Tp. Cẩm Phả - Quảng Ninh,Tp. Cẩm Phả - Quảng Ninh,ADDRESS
378,13/081 2020 - 18:44,13/08/2020 - 18:44,TIMESTAMP
379,Tổng cộng:,Tổng cộng:,TOTAL_COST
380,"260,000","60,000",TOTAL_COST
381,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
382,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
383,16 Thời gian:16:26:43 - 14/08/2020,Thời gian: 16:26:43 - 14/08/2020,TIMESTAMP
384,Tổng số thanh toán:,Tổng số thanh toán,TOTAL_COST
385,20.000,20.000đ,TOTAL_COST
386,Tổng Tiên,Tổng Tiên,TOTAL_COST
387,5.799.546,5.799.546,TOTAL_COST
388,NGÀY KINH DOANH109/0B/2020,NGÀY KINH DOANH 09/08/2020,TIMESTAMP
389,NGÀY 11/2 THỐNG 12/0B/2020 12:54,NGÀY HỆ THỐNG : 09/08/2020 12:54,TIMESTAMP
390,Tổng thanh toán,hồng thanh toán,TOTAL_COST
391,5.702.546,5.702.546,TOTAL_COST
392,Vincommerce,VinCommerce,SELLER
393,VM% 0NH 112 Thanh Niên,VM+ CNH 112 Thanh Niên,ADDRESS
394,"Số 112 Thanh Niện, P. Cầm Thành","Số 112 Thanh Hóa, P. Cẩm Thành",ADDRESS
395,TP. Cầm Phà Quảng Ninh,"TP.Cẩm Phả, Quảng Ninh",ADDRESS
396,Ngày bán:12/0B/2020 08:02,Ngày bán: 12/08/2020 08:08:02,TIMESTAMP
397,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
398,44.000,44.000,TOTAL_COST
399,19/10 HOÀY 10 THÔNG 1 13/08/2020 22/07,NGÀY HỆ THỐNG:13/08/2020 22:07,TIMESTAMP
400,Tổng Tiến,Tổng Tiền,TOTAL_COST
401,26.032.250,26.032.250,TOTAL_COST
402,THỨC COFFEE,THỨC COFFEE,SELLER
403,"22 Quang Trung, P10, Gò Vấp","22 Quang Trung, P10, Gò Vấp",ADDRESS
404,31.03.2019,31.03.2019,TIMESTAMP
405,Giờ vào: 10.43,Giờ vào: 10-43,TIMESTAMP
406,Giờ ra: 10.43,Giờ ra: 10.43,TIMESTAMP
407,35 000,35 000,TOTAL_COST
408,Tiền Thanh Toán:,Tiên Thanh Toán :,TOTAL_COST
409,NHÀ SÁCH GD-TC CẨM PHẢ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
410,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
411,Thời gian:08:42:16 - 14/08/2020,Thời gian: 08:42:16 - 14/08/2020,TIMESTAMP
412,Tổng số thanh toán:,Tổng số thanh toán:,TOTAL_COST
413,95.000d,"95,000đ",TOTAL_COST
414,Vincommerce,VinCommerce,SELLER
415,VM4 QNH 112 Thanh Niên,VM+ QNH 112 Thanh Niên,ADDRESS
416,"Số 112 Thanh Niên, P. Cầm Thành","Số 112 Thanh Niên, P. Cẩm Thành",ADDRESS
417,"TP. Cầm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
418,Ngày:11/08/2020,Ngày: 11/08/2020,TIMESTAMP
419,Thời gian:22:02,Thời gian: 22:02,TIMESTAMP
420,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
421,"Thôn Phủ Thuy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
422,Ngày: 12-08-2020,Ngày: 12-08-2020,TIMESTAMP
423,Cộng tiền hàng,Cộng tiền hàng ; tiền hàng,TOTAL_COST
424,"46,000","46,000 46,000",TOTAL_COST
425,Vincommerce,VinCommerce,SELLER
426,VM4 QNH 590 Trần Phú,VM-ONH 590 Trần Phú,ADDRESS
427,"Số 590 Trần Phú, P. Cầm Thủy",Số 590 Trần Phú P. Cẩm Thuỷ,ADDRESS
428,"TP. Câm Phả, Quảng Ninh Thị","TP. Cẩm Phả, Quảng Ninh",ADDRESS
429,Ngày bán:14/08/2020 09:15,Ngày bán: 14/08/2020 09:15,TIMESTAMP
430,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
431,12.000,12.000,TOTAL_COST
432,Vincommerce,VinCommerce,SELLER
433,VM4 QNH 690 Trần Phú,VM+ QNH 690 Trần Phú,ADDRESS
434,"Sỏ 590 Trần Phú, P. Cầm Thuy","Số 590 Trần Phú, P. Cẩm Thuỷ",ADDRESS
435,"TP. Cấm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
436,Ngày bán:14/08/2020 22:16,Ngày bán: 14/08/2020 22:16,TIMESTAMP
437,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
438,11.900,11.900,TOTAL_COST
439,Vincommerce,VinCommerce,SELLER
440,VM? QNH Dư án quỹ đất đường sắt,VM+ QNH Dư án quỹ đát đướng sắt,ADDRESS
441,DA QĐ dọc tuyển ĐS Tổ 3 Khu 2 thuận,DA QĐ doc tuyến ĐS Tổ 3 Khu 2,ADDRESS
442,"P. Cảm Sơn, TP. Càm Phà, T. QN","P.Cẩm Sơn, TP.Cẩm Phả, T.QN",ADDRESS
443,Ngày bán: 14/08/2020 20:11,Ngày bán: 14/08/2020 20:11,TIMESTAMP
444,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
445,322.800,322.800,TOTAL_COST
446,Vincommerce,VinCommerce,SELLER
447,VM% QNH Dư án KDC lấn biển coc 6,VM+QNH Dự án KDC lấn biển cọc 6,ADDRESS
448,"DA khu DCLB coc 6, P. Câm Sơn","DA khu DCLB cọc 6, P.Cẩm Sơn",ADDRESS
449,"TP. Câm Phà, T. Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
450,Ngày bán:14/08/2020 20:06,Ngày bán: 14/08/2020 20:06,TIMESTAMP
451,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
452,8.435,8.435,TOTAL_COST
453,NGÀY 116 THỐNG 112/66/2020 22112,Ngày hệ thống: 12/08/2020 22:12,TIMESTAMP
454,Tổng Tiến,Tổng Tiền,TOTAL_COST
455,15.796.516,15.796.516,TOTAL_COST
456,Vincommerce,VinCommerce,SELLER
457,VM? anh 1060-1062 Trần Phú,VM + QNH 1060-1062 Trần Phú,ADDRESS
458,Số 1060-1062 Đường Trần Phú,Số 1060-1062 Đường Trần Phú,ADDRESS
459,"TP. Cẩm Phá, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
460,Ngày bán: 13/08/2020 18:48,Ngày bán: 13/08/2020 18:48,TIMESTAMP
461,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
462,253.800,253.800,TOTAL_COST
463,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
464,20.000,20.000,TOTAL_COST
465,Ngày bản:11/08/2020 20:58,Ngày bán: 11/08/2020 20:58,TIMESTAMP
466,VMẽ ONH 112 Thanh Niên,VM + QNH 112 Thanh Niên,ADDRESS
467,"Số 112 Thanh Niên, P. Cầm Thành","Số 112 Thanh Niên, P.Cẩm Thành",ADDRESS
468,"TP. Cảm Phả, Quảng Ninh","TP Cẩm Phả, Quảng Ninh",ADDRESS
469,Vincommerce 19,VinCommerce,SELLER
470,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
471,"Xã Thôn Phú Thuy, Xã Phú Thị, Huyện Gia Làm, TP Hà Nội Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
472,10 Ngày: 10-08-2020,Ngày: 10-04/2020,TIMESTAMP
473,Cộng tiến hàng,Cộng tiền hàng,TOTAL_COST
474,"77,000","77,000",TOTAL_COST
475,MINIMART ANAN,MINIMART ANAN,SELLER
476,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
477,Ngay: 16/08/2020-11:42,Ngày: 16/08/2020 - 11:42,TIMESTAMP
478,Tổng cộng,Tổng cộng:,TOTAL_COST
479,"300,000","300,000",TOTAL_COST
480,Phúc Anh Minimart,Phúc Anh Minimart,SELLER
481,248 Cỗ Bị - Gia Lâm - Hà Nội,248 Cổ Bi- Gia Lâm - Hà Nội,ADDRESS
482,Ngày: 15-08-2020,Ngày : 16-08-2020,TIMESTAMP
483,Khách phải trả,Khách phải trả,TOTAL_COST
484,"585,500","585,500",TOTAL_COST
485,Vincommerce,VinCommerce,SELLER
486,VIM4 ONH 500 Trần Phú,VM +QNH 590 Trần Phú,ADDRESS
487,"Số 550 Trần Phú, P. Cầm Thủy","Số 590 Trần Phú, P.Cẩm Thuỷ",ADDRESS
488,"TP. Cầm Phà, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
489,14 Ngày bán:14/08/2020 09:16,Ngày bán: 14/08/2020 09:16,TIMESTAMP
490,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
491,119.000,119.000,TOTAL_COST
492,MINIMART ANAN,MINIMART ANAN,SELLER
493,Và Chợ Sủi Phú Thị Gia Lâm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
494,Ngày: 09/08/2020-16:56,Ngày: 09/08/2020 - 16:56,TIMESTAMP
495,Tổng tiền:::,Tổng tiền,TOTAL_COST
496,"212,016","212,016",TOTAL_COST
497,SIEU THI BACH HOA TONG HOP,SIEU THI BACH HOA TONG HOP,SELLER
498,Số 5 Cẩm Tây - Cấm Phá - QN,Số 5 Cẩm Tây - Cẩm Phả - QN,ADDRESS
499,Ngày: 10/08/2020-09:,Ngày: 10/08/2020-09:,TIMESTAMP
500,Tổng cộng (đã gồm VAT):,Tổng cộng cộng (đã gồm VAT),TOTAL_COST
501,"85,700","85,700",TOTAL_COST
502,MINIMART ANAN,MINIMART ANAN,SELLER
503,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
504,Ngày: 12/08/2020-13:22,Ngày: 12/08/2020 - 13:22,TIMESTAMP
505,Tổng cộng:,Tổng cộng:,TOTAL_COST
506,"72,000","72,000",TOTAL_COST
507,PHÔ MỎ,PHỐ MỎ,SELLER
508,Tổ 7 khu tân lập 4 - P. cẩm thủy,Tổ 7 khu Tân Lập 4- P Cẩm Thuỷ,ADDRESS
509,- Tp. Cẩm Phả - Quảng Ninh Trị,Tp.Cẩm Phả - Quảng Ninh,ADDRESS
510,13/08/2020 - 21:21,13/08/2020-21:21,TIMESTAMP
511,Tổng cộng:,Tổng cộng:,TOTAL_COST
512,"50,000","50,000",TOTAL_COST
513,Vincommerce,VinCommerce,SELLER
514,VM4 QNH 690 Trần Phú,VM+QNH 590 Trần Phú,ADDRESS
515,"Số 590 Trần Phú, P. Cảm Thúy","Số 590 Trần Phú, P. Cẩm Thủy",ADDRESS
516,"TP. Cấm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
517,Ngày bán: 15/08/2020 08:03,Ngày bán: 15/08/2020 08:03,TIMESTAMP
518,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
519,46.007,46.007,TOTAL_COST
520,MINIMART ANAN,MINIMART ANANAN,SELLER
521,Và Chợ Sủi Phú Thị Gia Làm Đó,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
522,Ngày: 09/08/2020-16:30,Ngày: 09/08/2020 - 16:30,TIMESTAMP
523,Tổng cộng,Tổng cộng,TOTAL_COST
524,"53,000","53,000",TOTAL_COST
525,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
526,"Thôn Phủ Tiếng Và Phù Thị Huyện Gia Làm, TP Hà Nội","Thôn Phú Thụy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
527,Ngày: 11-08-2020,Ngày: 11-08-2020,TIMESTAMP
528,Cộng tiên hàng,Cộng tiền hàng,TOTAL_COST
529,"840,000","840,000",TOTAL_COST
530,Saigon Co.op,Saigon Co.op,SELLER
531,Co.op Food HN THE K-PARK,Co.op Food HN The K-PARK,SELLER
532,"tai Khu do thi moi Van Phu,","tai Khu do thi moi Van Phu,",ADDRESS
533,Ngay: 20/07/2019 10:25:34,Ngay: 20/09/2019 10:25:34,TIMESTAMP
534,"Tong so tien thanh toan: 27,291.20","Tong so tien thanh toan: 27,291.20",TOTAL_COST
535,Nhà Hàng Aozora Sushi,Nhà hàng Aozora Sushi,SELLER
536,"153 Thụy Khuê, Quận Tây Hồ, Thành phố Hà Nội","BS3 Thụy Khuê, Quận Tây Hồ, Thành phố Hà Nội",ADDRESS
537,Giờ vào:,Giờ vào,TIMESTAMP
538,14-08-2020 20:53,14-08-2020 20:53,TIMESTAMP
539,Giờ ra:,Giờ ma :,TOTAL_COST
540,14-08-2020 21:31,14-08-2020 21:31,TOTAL_COST
541,NHÀ SÁCH GD-TC CẨM PHẢ THỊ,NHÀ SÁCH GD-TC CẨM PHẢ,SELLER
542,Đc: 212 Đường Trần Phú-Cẩm Phả,ĐC: 212 Đường Trần Phú-Cẩm Phả,ADDRESS
543,Thời gian:07:39:30 - 11/08/2020,Thời gian: 07:39:30 - 11/08/2020,TIMESTAMP
544,Tổng số thanh toán: 19,Tổng số thanh toán,TOTAL_COST
545,153.000d,53.000đ,TOTAL_COST
546,KAITEA,KAI TEA,SELLER
547,KAI TEA,KAI TEA,SELLER
548,"Đ/C: SHO8, Tòa K1, The K Park Văn Phú;","Đ/c: SH08, Tòa K1, The K Park Văn Phú,",ADDRESS
549,"Hà Đông, Hà Nội","Hà Đông, Hà Nội",ADDRESS
550,Ngày:,Ngày :,TIMESTAMP
551,20.09.2019,20.09.2019,TIMESTAMP
552,Giờ vào: 22.10,Giờ vào: 22.10,TIMESTAMP
553,Giờ ra: 22.14,Giờ ra: 22.14,TIMESTAMP
554,Tiên Thanh Toán:,Tiên Thanh Toán,TOTAL_COST
555,102 850,102 850,TOTAL_COST
556,MINIMART ANAN,MINIMART ANAN,SELLER
557,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
558,Ngày: 11/08/2020-20:41,Ngày: 11/08/2020 - 20:41,TIMESTAMP
559,Tổng tiền:,Tổng tiền,TOTAL_COST
560,"400,002","400,00,002",TOTAL_COST
561,Vincommerce,VinCommerce,SELLER
562,VM% QNH DỰ ÁN KDC lấn biển cọc 6,VM+QNH Dự án KDC lấn biển cọc 6,ADDRESS
563,"DA khu DCLB cọc 6, p. câm sơn","DA khu DCLB cọc 6,P.Cẩm Sơn",ADDRESS
564,"TP. Câm Phả, T, Quảng Ninh","TP . Cẩm Phả, T. Quảng Ninh",ADDRESS
565,Ngày bán:12/08/2020 17:57,Ngày bán: 12/08/2020 17:57,TIMESTAMP
566,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
567,36.000,36.000,TOTAL_COST
568,MINIMARTẦNAN,MINIMART ANAN,SELLER
569,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
570,08/2020-09:A7,08/08/2020-09:47,TIMESTAMP
571,Tổng cộng:,Tổng cộng:,TOTAL_COST
572,"132,000","132,000",TOTAL_COST
573,Vincommerce,VinCommerce,SELLER
574,VM% anh 590 Trần Phú,NHÀ QNH 590 Trần Phú,ADDRESS
575,"Sỏ 560 Trần Phú, P. Cảm Thủy","Số 590 Trần Phú, P.Cẩm Thủy",ADDRESS
576,"TP. Câm Phả, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
577,Ngày bán:14/08/2020 22:04,Ngày bán: 14/08/2020 22:04,TIMESTAMP
578,TỔNG TIỀN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
579,108.100,108.100,TOTAL_COST
580,PHÔ MỎI,PHÓ MỎ,SELLER
581,Tổ 7 khu Tân Lập 4 - P.Cẩm Thủy Nam,Tổ 7 khu Tân Lập 4 - P. Cẩm Thủy,ADDRESS
582,- Tp. Cẩm Phả - Quảng Ninh Trị,Tp Cẩm Phả - Quảng Ninh,ADDRESS
583,13/08/2020 - 18:46,13/08/2020 - 18:46,TIMESTAMP
584,Tổng cộng:,Tổng cộng:,TOTAL_COST
585,"20,000","20,000",TOTAL_COST
586,Tiêm trã,Giảm giá,SELLER
587,"244/23a Huỳnh Văn Bánh, P.11, Q.PN","244/23a Huỳnh Văn Bánh, P.11, Q.PN",ADDRESS
588,Ngày/ giờ vào:,Ngày giờ vào:,TIMESTAMP
589,30.09.2020 18.31,30.09.2020 18.31,TIMESTAMP
590,12000,12 000,TOTAL_COST
591,Tiên Thanh Toán,Tiên Thanh Toán,TOTAL_COST
592,MINIMART ANAN,MINIMART ANAN,SELLER
593,Chợ Súi Phủ Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
594,Ngày: 11/08/2020-06:41,Ngày: 11/08/2020-06:41,TIMESTAMP
595,Tổng cộng,Tổng cộng:,TOTAL_COST
596,Vincommerce,VinCommerce,SELLER
597,THỊ THỊ THỊ THỊ THỊ THỊ THUYỀN,Mi Phạm Ngọc Thạch,ADDRESS
598,Ngày bán: 14/08/2020 15:33,Ngày bán: 14/08/2020 15:33,TIMESTAMP
599,TỔNG TIỀN PHẢI T. TOÁN 184.500,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
600,Vincommerce,VinCommerce,SELLER
601,VM4 QNH 690 Trần Phú,VM+ QNH 690 Trần Phú,ADDRESS
602,"Số 590 Trần Phú, P. Cảm Thủy","Số 590 Trần Phú, P. Cẩm Thúy",ADDRESS
603,"TP. Cảm Phà, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
604,Ngày bán: 15/08/2020 10:01,Ngày bán: 15/08/2020 10:01,TIMESTAMP
605,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
606,238.240,238.240,TOTAL_COST
607,Vincommerce,VinCommerce,SELLER
608,VM4 QNH DƯ ÁN KDC LẤN BIỂN COC 6,VM+ QNH Dự án KDC lấn biển coc 6,ADDRESS
609,"DA khu DCLB coc G, P. Câm Sơn","DA khu DCLB cọc 6, P. Cẩm Sơn",ADDRESS
610,"TP. Cầm Phà, T, Quảng Ninh","TP. Cẩm Phả, T.Quảng Ninh",ADDRESS
611,Ngày bán: 15/08/2020 11:41,Ngày bán: 15/08/2020 11:41,TIMESTAMP
612,TỔNG TIẾN PHẢI T. TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
613,118.000,118.000,TOTAL_COST
614,MINIMART ANAN,MINIMART ANAN,SELLER
615,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
616,Ngày: 16/08/2020-18:36,Ngày: 16/08/2020 - 18:38,TIMESTAMP
617,"103,000","103,000",TOTAL_COST
618,Tổng cộng,Tổng cộng,TOTAL_COST
619,"Thôn Phủ Thuy, Xã Phú Thi, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thụy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
620,Ngày: 11-08-2020,Ngày: 11-08-2020,TIMESTAMP
621,Cộng tiền hàng,Cộng tiền hàng,TOTAL_COST
622,"74,000","74,000 74,000 74,000",TOTAL_COST
623,Thanh,Xuân,SELLER
624,"244/23a Huỳnh Văn Bánh, P.11, Q.PN","244/23a Huỳnh Văn Bánh, P.11, Q.PN",ADDRESS
625,Ngày/ giờ vào:,Ngày/ giờ vào:,TIMESTAMP
626,04.10.2020 13.19,04.10.2020 13.19,TIMESTAMP
627,Ngày/ giờ ra:,Ngày giờ giờ ra:,TIMESTAMP
628,04.10.2020 13.21,04.10.2020 13.21,TIMESTAMP
629,Tiên Thanh Toán,Tiên Thanh Toán,TOTAL_COST
630,81.000,81 000,TOTAL_COST
631,Vincommerce,VinCommerce,SELLER
632,"VM4 ONH T6 7, Khu Minh Tiến A",VM+ CNH Tổ 7. Khu Minh Tiến A,ADDRESS
633,167 Khu Minh Tinh,"Tổ 7, khu Minh Tiến A",ADDRESS
634,"P. Cấm Bình, TP. Gầm Phà, QNH","P. Cẩm Bình, TP Cẩm Phả, QNH",ADDRESS
635,Ngày bán:12/08/2020 16:42,Ngày bán: 12/08/2020 16:42,TIMESTAMP
636,TỜNG TIẾN PHẢI T. TOÁN,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
637,88.700,88.700,TOTAL_COST
638,CỬA HÀNG NĂM OÁNH,CỮA HÀNG NĂM OÁNH,SELLER
639,Ngày: 11-08-2020,Ngày: 11-08-2020,TIMESTAMP
640,Cộng tiến hàng,Cộng tiền hàng tiền hàng,TOTAL_COST
641,"145,000","145,000",TOTAL_COST
642,CỬA HÀNG NĂM OÁNH,CỬA HÀNG NĂM OÁNH,SELLER
643,"Thôn Phú Thuy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội","Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội",ADDRESS
644,Ngày: 12-08-2020,Ngày: 12-08-2020,TIMESTAMP
645,Cộng tiến hàng,Cộng tiền hàng tiền hàng,TOTAL_COST
646,"210,000","210,000 210,000",TOTAL_COST
647,ch thời trang Abidas,CH THỜI TRANG ADIDAS,SELLER
648,"17A KB 11, P.BTD, 0, Bình Tân","17A, KP.11,P.BTD, Q. Bình Tân",ADDRESS
649,Ngày: 22/01/2020 Giờ: 16:49,Ngày 22/01/2020 Giờ: 16:49,TIMESTAMP
650,Tổng thành toàn,Tổng thành toàn,TOTAL_COST
651,THỨC COFFEE,THỨC COFFEE,SELLER
652,"22 Quang Trung, P10, Gò Vấp","22 Quang Trung, P10, Gò Vấp",ADDRESS
653,Ngày:,Ngày tháng năm,TIMESTAMP
654,31.03.2019,31.032019,TIMESTAMP
655,Tiền Thanh Toán:,Tiền Thanh Toán,TOTAL_COST
656,70 000,70 000,TOTAL_COST
657,Giờ vào:,Giờ vào:,TIMESTAMP
658,14.21,14-21,TIMESTAMP
659,Giờ ra:,Giờ ra:,TIMESTAMP
660,14.22,14422,TIMESTAMP
661,168 Nguyễn 31.3017,168 Nguyễn,ADDRESS
662,10/21/05/2020,Ngày: 21/05/2020 17:14:18,TIMESTAMP
663,"6,500.00",6.500.00,TOTAL_COST
664,CHẾ BINH,CHẾ,SELLER
665,"Ngày: 08/ne,4030 CV.30)",Ngày: 08/08/2020 (20:30),TIMESTAMP
666,MINIMART ANAN,MINIMART ANAN,SELLER
667,Chợ Sủi Phú Thị Gia Làm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
668,Ngày: 16/08/2020-17:12,Ngày: 16/08/2020 - 17:12,TIMESTAMP
669,Tổng tiền: 1,Tổng tiền:,TOTAL_COST
670,"62,000","62,000",TOTAL_COST
671,TÊN ĐAI LÝ,TÊN ĐẠI LÝ:,SELLER
672,Địa chỉ trị,ĐỊA CHỈ:,ADDRESS
673,"""TỔ 7 DU KINH TIÊN A,7, CẢ THỊ""","TỔ 7, PHẠM MINH TIẾN A, P.CÂ",ADDRESS
674,THỦI GIAN,THỜI GIA,TIMESTAMP
675,128/20 2:651,12/03/2020 22:06:51,TIMESTAMP
676,TAI QUÂY ÂN,TẠI QUẦY,TOTAL_COST
677,01,01 01,TOTAL_COST
678,200.000 Đ,200.000 Đ,TOTAL_COST
679,Vincommerce,VinCommerce,SELLER
680,VMH QNH 88 Trần Phú,VM + QNH 86 Trần Phú,ADDRESS
681,"Số 35 Những Trần Phú, P. Cầm Tây","Số 86 Đường Trần Phú, P.Cẩm Tây",ADDRESS
682,"TP Cầm Phá, T. Quảng Ninh,","TP Cẩm Phả, T. Quảng Ninh",ADDRESS
683,Ngày bán:10/08/2020 09:31,Ngày bán: 10/08/2020 09:31,TIMESTAMP
684,TỔNG TIỀN PHẢI T.TOÁN,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
685,-164.435,-164.435,TOTAL_COST
686,MINIMART ANAN,MINIMART ANAN,SELLER
687,Và Chợ Sùi Phú Thị Gia Lâm Đại,Chợ Sủi Phú Thị Thị Gia Lâm,ADDRESS
688,Ngày: 17/08/2020-17:28,Ngày: 17/08/2020 - 17:28,TIMESTAMP
689,"475,000","475,000",TOTAL_COST
690,Tổng tiền,Tổng tiền,TOTAL_COST
691,MINIMART ANAN,MINIMART ANAN,SELLER
692,Chợ Sủi Phú Thị Gia Lâm,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
693,Ngày: 11/08/2020-21:19,Ngày: 11/08/2020 - 21:19,TIMESTAMP
694,Tổng tiền:,Tổng tiền,TOTAL_COST
695,"168,000","168,000",TOTAL_COST
696,Vincommerce 19,VinCommerce,SELLER
697,VM% 0NH 1060-1062 Trần Phú,VM + QNH 1060-1062 Trần Phú,ADDRESS
698,Số 1080-1062 Đường Trần Phủ,Số 1060-1062 Đường Trần Phú,ADDRESS
699,"TP. Cầm Phà, Quảng Ninh","TP. Cẩm Phả, Quảng Ninh",ADDRESS
700,Ngày bán:13/08/2020 18:52,Ngày bán: 13/08/2020 18:52,TIMESTAMP
701,TỔNG TIỀN PHẢI T.TOÁN,TÔNG TIẾN PHẢI T.TOÁN,TOTAL_COST
702,20.800,20.800,TOTAL_COST
703,Vincommerce,VinCommerce,SELLER
704,VM4 QNH 112 Thanh Niên,VM+ QNH 112 Thanh Niên,ADDRESS
705,"Sỏ 112 Thanh Niên, P. Cảm Thành","Số 112 Thanh Niên, P. Cẩm Thành",ADDRESS
706,"TP. Cảm Phá, Quảng Ninh","TP.Cẩm Phả, Quảng Ninh",ADDRESS
